"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"180",4.03629179120753e-208,1.04097659766463,0.631,0.523,8.75956044527857e-204,0,"Solyc01g079610"
"181",5.19590874173607e-178,1.04068664920485,0.574,0.395,1.12761611513156e-173,0,"Solyc04g072000"
"182",0,1.02915765363291,0.597,0.366,0,0,"Solyc01g007220"
"183",4.62069594637729e-258,1.02801109560501,0.543,0.337,1.0027834342828e-253,0,"Solyc04g015210"
"184",0,1.0268339003976,0.411,0.133,0,0,"Solyc12g098910"
"185",0,1.02540393325376,0.416,0.132,0,0,"Solyc01g005410"
"186",0,1.01961861899035,0.579,0.297,0,0,"Solyc03g097840"
"187",0,1.0152736990252,0.514,0.21,0,0,"Solyc03g096390"
"188",0,1.014937984274,0.835,0.658,0,0,"Solyc06g071060"
"189",3.85427574099233e-234,1.01489726483384,0.804,0.707,8.36454921310156e-230,0,"Solyc11g005670"
"190",0,1.0138449057349,0.618,0.413,0,0,"Solyc01g087850"
"191",2.427754361972e-115,1.01360800857699,0.474,0.33,5.26871251635164e-111,0,"Solyc10g084400"
"192",0,1.01356847102709,0.503,0.222,0,0,"Solyc03g116680"
"193",2.4036664447551e-281,1.01211253060849,0.727,0.607,5.21643691840751e-277,0,"Solyc07g056150"
"194",0,1.00693398405605,0.42,0.159,0,0,"Solyc06g071640"
"195",2.72670648622621e-302,0.99878559629284,0.468,0.228,5.91749841640811e-298,0,"Solyc05g052750"
"196",7.68060418083984e-164,0.996222889465173,0.545,0.445,1.66684471932586e-159,0,"Solyc12g006830"
"197",2.7464469001604e-257,0.992793293721338,0.613,0.438,5.96033906272811e-253,0,"Solyc08g076180"
"198",0,0.992296399964304,0.468,0.228,0,0,"Solyc06g065010"
"199",0,0.991761818983929,0.687,0.527,0,0,"Solyc11g008280"
"200",0,0.991009478044333,0.711,0.504,0,0,"Solyc05g051570"
"201",0,0.989945585361888,0.74,0.553,0,0,"Solyc04g073970"
"202",0,0.979792835080581,0.806,0.689,0,0,"Solyc01g095410"
"203",0,0.976250139330847,0.669,0.507,0,0,"Solyc03g097110"
"204",4.3005600342599e-283,0.976237501446517,0.727,0.619,9.33307538635083e-279,0,"Solyc05g053310"
"205",1.59766771045739e-297,0.967949325148583,0.597,0.375,3.46725846523462e-293,0,"Solyc01g010080"
"206",1.67771997350602e-260,0.963749956160605,0.719,0.631,3.64098788650276e-256,0,"Solyc07g047800"
"207",8.08499985748269e-275,0.948758884209024,0.57,0.384,1.75460666907089e-270,0,"Solyc04g071560"
"208",3.45817255537195e-243,0.947927046028318,0.469,0.265,7.50492607966821e-239,0,"Solyc08g008290"
"209",0,0.937847198872415,0.739,0.587,0,0,"Solyc03g123500"
"210",1.48779410129012e-288,0.936650224731576,0.526,0.285,3.22881075861982e-284,0,"Solyc07g062500"
"211",1.86355151890092e-169,0.935446620376004,0.521,0.361,4.04427950631877e-165,0,"Solyc09g011600"
"212",3.68797089687104e-254,0.933204046273005,0.496,0.298,8.00363444038953e-250,0,"Solyc04g054890"
"213",2.43926208172866e-221,0.928451506037545,0.47,0.269,5.29368656976753e-217,0,"Solyc08g067620"
"214",3.0927855593494e-188,0.924031912440483,0.526,0.393,6.71196322090006e-184,0,"Solyc02g085100"
"215",1.09711841555528e-139,0.922181503453607,0.426,0.267,2.38096638543807e-135,0,"Solyc04g077230"
"216",2.42068876997546e-258,0.920682664700076,0.443,0.226,5.25337876860075e-254,0,"Solyc12g088040"
"217",0,0.919554809426967,0.427,0.166,0,0,"Solyc08g007400"
"218",7.26549868538449e-221,0.919491271522677,0.571,0.419,1.57675852470214e-216,0,"Solyc02g021640"
"219",2.70044798489225e-223,0.908903581807761,0.527,0.338,5.86051221681316e-219,0,"Solyc04g078550"
"220",5.82253771183607e-143,0.903443301624519,0.46,0.326,1.26360713422266e-138,0,"Solyc02g093520"
"221",3.29006351735203e-248,0.902994758737011,0.601,0.422,7.14009584535737e-244,0,"Solyc01g106320"
"222",2.01569970442142e-237,0.902356106766211,0.477,0.265,4.37447149853537e-233,0,"Solyc01g098400"
"223",3.52445230074879e-279,0.902154207117148,0.426,0.207,7.64876638308502e-275,0,"Solyc05g018230"
"224",1.09999756470688e-240,0.897470343984412,0.619,0.47,2.38721471492688e-236,0,"Solyc03g063600"
"225",1.11220185411849e-268,0.894190161856163,0.462,0.254,2.41370046380794e-264,0,"Solyc11g011610"
"226",0,0.888898691572721,0.761,0.576,0,0,"Solyc09g083280"
"227",1.71326835244226e-244,0.888353208015649,0.651,0.435,3.71813497847019e-240,0,"Solyc04g076880"
"228",2.81943287389961e-252,0.884401861067787,0.739,0.546,6.11873322293694e-248,0,"Solyc06g083390"
"229",3.61521714258153e-260,0.884266876386399,0.434,0.229,7.84574424283043e-256,0,"Solyc06g074330"
"230",7.83958158700525e-250,0.878772109189653,0.506,0.305,1.70134599601188e-245,0,"Solyc06g060250"
"231",6.84435556217074e-209,0.87756484391017,0.597,0.462,1.48536204410229e-204,0,"Solyc12g099970"
"232",3.91521708794722e-199,0.876576129321317,0.631,0.496,8.49680412426305e-195,0,"Solyc12g009470"
"233",4.90483973003741e-194,0.875112886506225,0.877,0.846,1.06444831821272e-189,0,"Solyc01g100380"
"234",2.50062567474359e-233,0.872451275137465,0.573,0.392,5.42685783932855e-229,0,"Solyc09g011640"
"235",2.578589855791e-169,0.868059858727694,0.754,0.637,5.59605570503762e-165,0,"Solyc06g009140"
"236",0,0.867813876014289,0.572,0.282,0,0,"Solyc01g099860"
"237",1.46990907118255e-268,0.86652488725057,0.401,0.194,3.18999666628037e-264,0,"Solyc01g006890"
"238",4.18178102313167e-237,0.864734145888319,0.608,0.46,9.07530117640036e-233,0,"Solyc10g086780"
"239",1.43503906608222e-155,0.864299416991081,0.561,0.461,3.11432178121163e-151,0,"Solyc03g093200"
"240",3.03380736544843e-137,0.857790401625165,0.437,0.307,6.58396874449618e-133,0,"Solyc07g054450"
"241",0,0.854027056469698,0.82,0.686,0,0,"Solyc08g013730"
"242",1.63983052908035e-177,0.850816497700879,0.67,0.518,3.55876021421018e-173,0,"Solyc08g078510"
"243",2.14466140057561e-232,0.848823832923008,0.559,0.363,4.65434417152919e-228,0,"Solyc10g011810"
"244",3.40258837375654e-242,0.845910372847658,0.484,0.29,7.38429728872643e-238,0,"Solyc03g120450"
"245",5.52948865449222e-211,0.845116143405424,0.401,0.221,1.2000096277979e-206,0,"Solyc05g009800"
"246",4.01574715990193e-221,0.837352540809546,0.45,0.265,8.71497448641917e-217,0,"Solyc01g107180"
"247",4.48514001950621e-203,0.835819405908764,0.447,0.277,9.73365087033237e-199,0,"Solyc03g122120"
"248",3.5525546551541e-175,0.833316747241619,0.427,0.273,7.70975411261543e-171,0,"Solyc04g078810"
"249",8.42250353297899e-174,0.825282974478224,0.741,0.685,1.8278517167271e-169,0,"Solyc06g060290"
"250",4.3642403829717e-136,0.824088296445014,0.45,0.289,9.47127447912519e-132,0,"Solyc05g008105"
"251",4.4614129843079e-193,0.818609075810486,0.515,0.365,9.68215845854501e-189,0,"Solyc08g065880"
"252",1.1254019422468e-279,0.81618788175013,0.841,0.797,2.442347295064e-275,0,"Solyc07g064130"
"253",2.44957455046905e-143,0.813957124402624,0.655,0.549,5.31606668942792e-139,0,"Solyc01g105370"
"254",4.06408206919137e-59,0.810318226325799,0.634,0.602,8.81987090655911e-55,0,"Solyc06g076020"
"255",1.11614420910945e-173,0.808721350329251,0.52,0.39,2.42225616260932e-169,0,"Solyc09g005360"
"256",5.1981923107281e-145,0.808235708052113,0.441,0.269,1.12811169527421e-140,0,"Solyc07g052660"
"257",1.34268246913709e-296,0.808057779118147,0.429,0.194,2.9138894945213e-292,0,"Solyc03g118840"
"258",1.344209867525e-94,0.803270424945447,0.722,0.682,2.91720425450276e-90,0,"Solyc08g082820"
"259",7.01380152004157e-198,0.801733223625506,0.523,0.332,1.52213520587942e-193,0,"Solyc09g091030"
"260",5.90243603593138e-141,0.801112321653413,0.735,0.685,1.28094666851783e-136,0,"Solyc05g056580"
"261",2.25872255450448e-177,0.791527336238517,0.466,0.284,4.90187968778563e-173,0,"Solyc04g072020"
"262",8.8432155256258e-144,0.788666669683663,0.463,0.323,1.91915463337131e-139,0,"Solyc02g067530"
"263",2.01314549736138e-192,0.787960011869806,0.434,0.256,4.36892835837367e-188,0,"Solyc10g007770"
"264",1.39514036166626e-216,0.786401237743433,0.424,0.242,3.02773361288812e-212,0,"Solyc04g051200"
"265",0,0.783288163790616,0.443,0.185,0,0,"Solyc02g081570"
"266",0,0.778704640800781,0.416,0.177,0,0,"Solyc11g069500"
"267",6.95804576481645e-134,0.774860594875592,0.677,0.596,1.51003509188047e-129,0,"Solyc01g088660"
"268",5.26313378466471e-228,0.774719020855617,0.805,0.691,1.14220529394794e-223,0,"Solyc02g078650"
"269",6.47879839044227e-171,0.772393176898638,0.419,0.262,1.40602882669378e-166,0,"Solyc04g080050"
"270",7.78615925666996e-162,0.76805747320862,0.534,0.35,1.68975228188251e-157,0,"Solyc04g040180"
"271",0,0.765238969502229,0.898,0.851,0,0,"Solyc09g098310"
"272",3.30611829589084e-114,0.762460218747893,0.443,0.32,7.1749379257423e-110,0,"Solyc03g080190"
"273",5.74472077781381e-130,0.760371403878202,0.564,0.432,1.24671930320115e-125,0,"Solyc09g082690"
"274",1.90632185366594e-197,0.756364694760656,0.489,0.298,4.13709968682583e-193,0,"Solyc08g082090"
"275",1.13155913655401e-178,0.755976931739791,0.629,0.494,2.45570963814951e-174,0,"Solyc07g007670"
"276",2.08073101499239e-75,0.755063722136028,0.613,0.539,4.51560244873648e-71,0,"Solyc01g112260"
"277",1.83508485833487e-135,0.754160541531627,0.456,0.317,3.98250115955834e-131,0,"Solyc06g060490"
"278",1.61000761281736e-181,0.754003914025649,0.468,0.299,3.49403852133624e-177,0,"Solyc02g079230"
"279",7.98101253597401e-159,0.751351211020436,0.66,0.574,1.73203934055708e-154,0,"Solyc03g117020"
"280",5.58039686410237e-188,0.738498492280356,0.468,0.283,1.2110577274475e-183,0,"Solyc05g005020"
"281",2.94444406685569e-193,0.738225255283988,0.427,0.26,6.39003251389022e-189,0,"Solyc11g072300"
"282",8.15612108698355e-161,0.737994775943413,0.643,0.533,1.77004139829717e-156,0,"Solyc04g080280"
"283",1.22564100521627e-240,0.737485503951139,0.918,0.875,2.65988610952035e-236,0,"Solyc05g015530"
"284",2.50107373835666e-293,0.732575783107146,0.881,0.818,5.42783022698162e-289,0,"Solyc01g097880"
"285",4.69823446491414e-111,0.730283743100434,0.554,0.444,1.01961084357567e-106,0,"Solyc09g097870"
"286",1.476106274196e-158,0.730198538350423,0.457,0.303,3.20344583626017e-154,0,"Solyc09g008240"
"287",4.84351594795456e-164,0.72970500739746,0.581,0.467,1.0511398310251e-159,0,"Solyc01g097350"
"288",1.83835087294737e-134,0.729380496132001,0.518,0.404,3.98958906447038e-130,0,"Solyc01g105560"
"289",2.11339221828642e-126,0.72787163629401,0.673,0.593,4.58648379212518e-122,0,"Solyc12g095790"
"290",3.45654676646176e-142,0.72705558262234,0.48,0.305,7.50139779257531e-138,0,"Solyc01g005230"
"291",5.50653155056665e-209,0.725428813393323,0.403,0.219,1.19502747710397e-204,0,"Solyc04g079440"
"292",2.07213172311265e-101,0.722955063649056,0.441,0.297,4.49694026549906e-97,0,"Solyc03g116530"
"293",5.81605590029085e-186,0.722886834219481,0.425,0.251,1.26220045148112e-181,0,"Solyc05g056480"
"294",1.224257859524e-220,0.719558535370202,0.464,0.265,2.65688440673899e-216,0,"Solyc01g081190"
"295",1.06829152534599e-131,0.71916960832869,0.446,0.321,2.31840626830587e-127,0,"Solyc10g009030"
"296",1.16602201442408e-135,0.713989021779238,0.669,0.578,2.53050097570313e-131,0,"Solyc06g053840"
"297",2.1643619757139e-219,0.71196133198224,0.403,0.209,4.6970983596943e-215,0,"Solyc04g050490"
"298",4.92667332231838e-135,0.707575260038864,0.626,0.56,1.06918664440954e-130,0,"Solyc08g075780"
"299",1.46186457773125e-162,0.699578352996465,0.609,0.498,3.17253850659236e-158,0,"Solyc03g112770"
"300",2.28397791393199e-152,0.69794310066623,0.646,0.567,4.9566888688152e-148,0,"Solyc08g068300"
"301",6.80817313971842e-120,0.696499555535473,0.511,0.398,1.47750973478169e-115,0,"Solyc10g085300"
"302",1.06909862352372e-149,0.694638183339927,0.52,0.394,2.32015783277117e-145,0,"Solyc05g056540"
"303",1.27335135828226e-177,0.693763886123803,0.445,0.277,2.76342711774416e-173,0,"Solyc01g095280"
"304",1.95701424689573e-123,0.689695147049841,0.51,0.41,4.24711231861312e-119,0,"Solyc03g118390"
"305",7.78374209807896e-227,0.682653203548829,0.811,0.742,1.6892277101251e-222,0,"Solyc09g098540"
"306",1.51407282367166e-207,0.678307321694491,0.717,0.536,3.28584084193224e-203,0,"Solyc11g013130"
"307",4.37097585676355e-167,0.670875233705382,0.406,0.244,9.48589180434825e-163,0,"Solyc02g064650"
"308",9.84225379202133e-143,0.669032612082056,0.595,0.498,2.13596591794447e-138,0,"Solyc07g064270"
"309",5.2590084648643e-96,0.666767498655743,0.404,0.276,1.14131001704485e-91,0,"Solyc04g007130"
"310",3.400681485054e-44,0.660749871531179,0.517,0.468,7.38015895886419e-40,0,"Solyc02g087210"
"311",4.95155218388479e-121,0.652778351722354,0.596,0.488,1.07458585494668e-116,0,"Solyc01g068060"
"312",0,0.64916074420751,0.889,0.868,0,0,"Solyc07g064150"
"313",0,0.64736392380413,0.929,0.882,0,0,"Solyc07g017780"
"314",1.3471606478585e-154,0.643911057085104,0.688,0.596,2.92360803798253e-150,0,"Solyc01g080890"
"315",1.07020991968741e-40,0.640900227614583,0.455,0.433,2.32256956770562e-36,0,"Solyc07g043560"
"316",2.02262255708276e-169,0.636925735196033,0.957,0.923,4.389495473381e-165,0,"Solyc02g087330"
"317",6.52622608340862e-138,0.633176831412993,0.602,0.518,1.41632158462134e-133,0,"Solyc02g089230"
"318",1.62306971983331e-121,0.624639155995099,0.731,0.663,3.52238590598226e-117,0,"Solyc03g007470"
