"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"642",0,0.678816865212048,0.868,0.634,0,1,"Solyc09g098170"
"643",0,0.677822769645429,0.973,0.809,0,1,"Solyc05g016060"
"644",0,0.677376829185731,0.45,0.052,0,1,"Solyc03g078650"
"645",0,0.676405015198767,0.874,0.643,0,1,"Solyc08g067480"
"646",0,0.675508803112303,0.479,0.075,0,1,"Solyc02g087430"
"647",0,0.673198968527754,0.692,0.35,0,1,"Solyc02g083390"
"648",0,0.672101124470801,0.892,0.686,0,1,"Solyc03g097800"
"649",0,0.667102097041792,0.986,0.849,0,1,"Solyc08g081190"
"650",0,0.665618839846528,0.546,0.196,0,1,"Solyc05g008810"
"651",1.77633523085274e-300,0.665370784279957,0.811,0.563,3.85500271799662e-296,1,"Solyc01g094040"
"652",0,0.665256647183894,0.597,0.214,0,1,"Solyc03g121460"
"653",0,0.664968332770736,0.941,0.783,0,1,"Solyc11g005050"
"654",0,0.663205325281448,0.761,0.415,0,1,"Solyc04g049920"
"655",0,0.662573256359259,0.753,0.465,0,1,"Solyc07g032250"
"656",0,0.658850273437877,0.842,0.584,0,1,"Solyc08g077350"
"657",0,0.656473118646703,0.932,0.761,0,1,"Solyc06g065180"
"658",0,0.655160831544111,0.968,0.847,0,1,"Solyc07g062650"
"659",0,0.654148436999614,0.944,0.802,0,1,"Solyc12g008730"
"660",0,0.651927983215308,0.513,0.164,0,1,"Solyc11g018610"
"661",0,0.651200143683671,0.572,0.212,0,1,"Solyc07g049580"
"662",2.69744347007459e-261,0.649216679498432,0.878,0.709,5.85399181875587e-257,1,"Solyc02g084710"
"663",0,0.648937208113574,0.896,0.686,0,1,"Solyc02g079750"
"664",0,0.648212614778167,0.898,0.689,0,1,"Solyc06g067940"
"665",0,0.644859201838998,0.498,0.104,0,1,"Solyc06g073583"
"666",0,0.643602313667393,0.661,0.303,0,1,"Solyc02g064750"
"667",0,0.643043938913237,0.449,0.069,0,1,"Solyc06g076450"
"668",0,0.64252245466174,0.945,0.798,0,1,"Solyc04g074510"
"669",0,0.642478503425651,0.884,0.679,0,1,"Solyc06g067880"
"670",0,0.641595879606614,0.872,0.642,0,1,"Solyc01g073740"
"671",0,0.641550559214094,0.866,0.64,0,1,"Solyc05g055280"
"672",0,0.640637019934823,0.532,0.148,0,1,"Solyc04g079160"
"673",0,0.637897685782143,0.905,0.741,0,1,"Solyc02g091880"
"674",0,0.635524381958713,0.958,0.827,0,1,"Solyc08g077980"
"675",0,0.634816484221266,0.949,0.836,0,1,"Solyc05g055310"
"676",0,0.633947092783696,0.752,0.452,0,1,"Solyc04g080190"
"677",0,0.633189203826323,0.939,0.806,0,1,"Solyc10g054590"
"678",2.18411295120366e-286,0.632775001785597,0.795,0.521,4.73996192670217e-282,1,"Solyc02g082080"
"679",3.45414535414405e-237,0.63241307160657,0.524,0.245,7.49618624756341e-233,1,"Solyc01g095620"
"680",0,0.631674754697683,0.735,0.239,0,1,"Solyc04g078040"
"681",0,0.6316558604839,0.834,0.592,0,1,"Solyc02g088930"
"682",0,0.631418471640651,0.964,0.848,0,1,"Solyc08g008210"
"683",0,0.630993411476655,0.775,0.438,0,1,"Solyc12g057110"
"684",0,0.629992601294852,0.517,0.203,0,1,"Solyc04g077470"
"685",0,0.627326635485298,0.462,0.14,0,1,"Solyc09g007170"
"686",0,0.624269966311089,0.584,0.199,0,1,"Solyc02g087410"
"687",0,0.62104855724016,0.409,0.035,0,1,"Solyc08g069060"
"688",5.84836277218776e-228,0.620495035101785,0.704,0.365,1.26921168882019e-223,1,"Solyc05g005490"
"689",0,0.619426109859048,0.676,0.321,0,1,"Solyc04g080460"
"690",0,0.618922585662875,0.607,0.232,0,1,"Solyc03g112650"
"691",0,0.618585830475276,0.894,0.703,0,1,"Solyc08g015860"
"692",0,0.616816400998888,0.452,0.097,0,1,"Solyc09g075650"
"693",0,0.61424893695735,0.51,0.144,0,1,"Solyc07g056110"
"694",0,0.614113334525227,0.437,0.152,0,1,"Solyc03g019890"
"695",0,0.613841099488165,0.698,0.367,0,1,"Solyc08g082920"
"696",0,0.613786710705624,0.68,0.339,0,1,"Solyc03g119090"
"697",4.11851092779583e-271,0.613530165352846,0.825,0.554,8.93799241550252e-267,1,"Solyc02g093630"
"698",5.06584777155017e-301,0.613392153401748,0.805,0.539,1.09939028338182e-296,1,"Solyc10g078490"
"699",0,0.609039737820871,0.902,0.711,0,1,"Solyc01g088570"
"700",0,0.608510397507627,0.9,0.732,0,1,"Solyc09g150155"
"701",0,0.606576675902138,0.526,0.197,0,1,"Solyc02g038819"
"702",0,0.60484872477544,0.616,0.29,0,1,"Solyc07g066470"
"703",0,0.603463040602838,0.954,0.808,0,1,"Solyc01g097880"
"704",0,0.603335093254774,0.607,0.254,0,1,"Solyc02g078480"
"705",2.12133356943637e-289,0.601850675358129,0.851,0.662,4.6037181123908e-285,1,"Solyc12g006540"
"706",0,0.60160106367727,0.926,0.787,0,1,"Solyc07g026770"
"707",0,0.600671737264493,0.985,0.919,0,1,"Solyc02g087330"
"708",0,0.599439902432968,0.633,0.303,0,1,"Solyc03g034090"
"709",3.86620294365387e-256,0.594134693488271,0.811,0.573,8.39043362831763e-252,1,"Solyc11g072270"
"710",0,0.592595366156254,0.887,0.685,0,1,"Solyc06g073360"
"711",0,0.590832584394283,0.525,0.166,0,1,"Solyc10g080100"
"712",1.19328303325235e-294,0.589765165296663,0.7,0.38,2.58966283876425e-290,1,"Solyc02g092330"
"713",2.66856378775425e-182,0.58940175390551,0.646,0.4,5.79131713218427e-178,1,"Solyc03g119980"
"714",1.61534040816118e-269,0.589142279507225,0.835,0.586,3.50561175379138e-265,1,"Solyc06g065950"
"715",0,0.587463430677728,0.482,0.106,0,1,"Solyc08g065190"
"716",5.73186583648063e-275,0.587115926854586,0.79,0.529,1.24392952383303e-270,1,"Solyc09g007180"
"717",2.1067583242061e-233,0.586394478926252,0.952,0.863,4.57208691519208e-229,1,"Solyc04g017690"
"718",0,0.581975988571,0.463,0.072,0,1,"Solyc06g073590"
"719",1.06118478602834e-257,0.580036228757502,0.868,0.666,2.30298322263871e-253,1,"Solyc07g049710"
"720",6.01493673857137e-307,0.578557192409042,0.742,0.423,1.30536157100476e-302,1,"Solyc06g054490"
"721",2.23053077202652e-271,0.576921280986276,0.78,0.549,4.84069788145196e-267,1,"Solyc02g080130"
"722",8.71120328041301e-287,0.575982189074434,0.987,0.917,1.89050533591523e-282,1,"Solyc09g008280"
"723",2.60711170056431e-272,0.574822773887309,0.797,0.521,5.65795381256466e-268,1,"Solyc10g011820"
"724",0,0.573163363041807,0.639,0.268,0,1,"Solyc05g007460"
"725",1.27312446739744e-293,0.570748323317038,0.944,0.675,2.76293471914591e-289,1,"Solyc09g011630"
"726",0,0.568977130144485,0.455,0.12,0,1,"Solyc03g083030"
"727",0,0.568958619778186,0.712,0.37,0,1,"Solyc08g077510"
"728",1.0878910078766e-280,0.568332424015715,0.897,0.698,2.36094106529379e-276,1,"Solyc10g081530"
"729",1.36586645261487e-214,0.564810261682644,0.939,0.863,2.96420337546479e-210,1,"Solyc04g005340"
"730",0,0.564562790923912,0.959,0.837,0,1,"Solyc02g067460"
"731",0,0.561903237821639,0.695,0.386,0,1,"Solyc12g056110"
"732",2.33605088930408e-296,0.560799858511476,0.905,0.753,5.06969763996771e-292,1,"Solyc11g027870"
"733",2.50815445112022e-264,0.56066669465312,0.566,0.257,5.44319678982111e-260,1,"Solyc12g057160"
"734",0,0.559518951591574,0.476,0.106,0,1,"Solyc01g080130"
"735",0,0.558957429254239,0.972,0.895,0,1,"Solyc01g079420"
"736",0,0.557553243780338,0.462,0.111,0,1,"Solyc11g031950"
"737",1.24094571584086e-275,0.556195974263604,0.769,0.492,2.69310039251783e-271,1,"Solyc02g067840"
"738",6.38686646882788e-273,0.555168977604452,0.787,0.51,1.38607776106503e-268,1,"Solyc11g008870"
"739",3.56929319005205e-230,0.554441036211316,0.888,0.692,7.74608008105096e-226,1,"Solyc01g080540"
"740",4.91464498790026e-298,0.552770508076015,0.937,0.794,1.06657625527411e-293,1,"Solyc12g055800"
"741",1.2144355474338e-272,0.552056052313378,0.734,0.463,2.63556802504083e-268,1,"Solyc01g111090"
"742",4.36934233306795e-205,0.549447515695724,0.854,0.623,9.48234673122406e-201,1,"Solyc04g150111"
"743",0,0.549185978229915,0.599,0.27,0,1,"Solyc01g009610"
"744",0,0.549003406833085,0.645,0.302,0,1,"Solyc07g056390"
"745",8.44937053327852e-179,0.548889096069476,0.781,0.53,1.8336823931321e-174,1,"Solyc01g105370"
"746",0,0.547269813271882,0.576,0.231,0,1,"Solyc01g112080"
"747",2.76262180629514e-180,0.544731808580171,0.511,0.274,5.99544184402172e-176,1,"Solyc01g096670"
"748",0,0.543901101851008,0.611,0.26,0,1,"Solyc04g074940"
"749",0,0.543433528192825,0.758,0.366,0,1,"Solyc03g113070"
"750",1.09487049539644e-234,0.54341937198693,0.801,0.568,2.37608794910936e-230,1,"Solyc10g074500"
"751",1.23783174615915e-216,0.543288873540121,0.792,0.55,2.68634245551458e-212,1,"Solyc06g065570"
"752",0,0.542339270142883,0.415,0.111,0,1,"Solyc05g010590"
"753",3.42871408613558e-269,0.538972622375964,0.876,0.636,7.44099530973144e-265,1,"Solyc05g050800"
"754",3.18145063044141e-273,0.537896198149916,0.947,0.834,6.90438415818394e-269,1,"Solyc06g060080"
"755",0,0.536004333786952,0.947,0.848,0,1,"Solyc08g067020"
"756",0,0.535825694877096,0.402,0.122,0,1,"Solyc11g067300"
"757",0,0.534627699142931,0.956,0.839,0,1,"Solyc06g007540"
"758",7.67208685718175e-172,0.534463527241468,0.932,0.821,1.66499628974558e-167,1,"Solyc11g069097"
"759",1.01514714845557e-272,0.533670142648975,0.918,0.765,2.20307234157829e-268,1,"Solyc05g052140"
"760",2.41791833625783e-219,0.533453988767597,0.647,0.374,5.24736637334675e-215,1,"Solyc09g064200"
"761",3.82763927903001e-140,0.533039855247141,0.629,0.383,8.30674276335093e-136,1,"Solyc08g083280"
"762",0,0.533001198641073,0.77,0.315,0,1,"Solyc01g101070"
"763",0,0.532907916579787,0.598,0.27,0,1,"Solyc06g034110"
"764",1.59562774760506e-262,0.532473404372873,0.704,0.411,3.46283133785249e-258,1,"Solyc07g017860"
"765",6.93673423793016e-246,0.531517814546587,0.886,0.702,1.5054100643156e-241,1,"Solyc05g053940"
"766",1.63114123007111e-288,0.529244859259567,0.678,0.366,3.53990269750032e-284,1,"Solyc12g009890"
"767",3.06761905205935e-248,0.527828919591462,0.973,0.876,6.6573468667792e-244,1,"Solyc07g017780"
"768",1.66481494443177e-259,0.527505800249275,0.491,0.216,3.61298139240583e-255,1,"Solyc06g034020"
"769",1.33093568662957e-238,0.525915155986555,0.712,0.424,2.8883966271235e-234,1,"Solyc07g065820"
"770",1.09119370409171e-247,0.525494776079163,0.816,0.58,2.36810857661983e-243,1,"Solyc10g006490"
"771",1.61792727114865e-262,0.52539821484338,0.929,0.803,3.5112257638468e-258,1,"Solyc08g080240"
"772",2.87061490768504e-289,0.524117306741196,0.928,0.797,6.22980847265808e-285,1,"Solyc11g068510"
"773",8.31917952471336e-302,0.522914347170266,0.948,0.845,1.80542834045329e-297,1,"Solyc07g005730"
"774",1.63724820244804e-253,0.522475840765282,0.901,0.752,3.55315604895274e-249,1,"Solyc07g062570"
"775",0,0.522364785552231,0.445,0.1,0,1,"Solyc02g080970"
"776",4.77940813461856e-222,0.522281785069323,0.528,0.252,1.03722715337492e-217,1,"Solyc03g113280"
"777",7.75489874603872e-227,0.521601096169277,0.798,0.572,1.68296812586532e-222,1,"Solyc12g044910"
"778",0,0.521394952256143,0.455,0.096,0,1,"Solyc10g012170"
"779",2.02486384335615e-255,0.521008680893678,0.731,0.453,4.39435951285151e-251,1,"Solyc05g010280"
"780",1.79496073039057e-273,0.520966129387863,0.711,0.427,3.89542377709362e-269,1,"Solyc09g005390"
"781",0,0.520745212001515,0.983,0.927,0,1,"Solyc04g011510"
"782",6.4272036965504e-238,0.520348944287666,0.728,0.441,1.39483174622537e-233,1,"Solyc06g076260"
"783",4.41746394434593e-266,0.518845248944755,0.721,0.44,9.58678025201953e-262,1,"Solyc11g012730"
"784",0,0.518637908887442,0.987,0.91,0,1,"Solyc05g053810"
"785",8.35494491665651e-212,0.518386532569871,0.762,0.525,1.8131901458128e-207,1,"Solyc02g094440"
"786",0,0.517798851943845,0.639,0.266,0,1,"Solyc02g094030"
"787",6.09864677844444e-232,0.517225798768921,0.884,0.702,1.32352832385801e-227,1,"Solyc01g073690"
"788",4.07633245231941e-234,0.517213846074502,0.819,0.596,8.84645668802358e-230,1,"Solyc10g051350"
"789",0,0.517212900198266,0.995,0.971,0,1,"Solyc05g014470"
"790",0,0.51539638137652,0.58,0.261,0,1,"Solyc06g054650"
"791",2.82963759156268e-300,0.511669761560478,0.923,0.794,6.14087950120933e-296,1,"Solyc12g042900"
"792",7.25620750058055e-259,0.507860459744448,0.655,0.345,1.57474215177599e-254,1,"Solyc12g098720"
"793",4.26604693814319e-289,0.507664397053868,0.515,0.221,9.25817506515836e-285,1,"Solyc09g065700"
"794",0,0.507240495993071,0.492,0.108,0,1,"Solyc06g010030"
"795",0,0.505959165481387,0.454,0.112,0,1,"Solyc09g091950"
"796",0,0.503797785491705,0.597,0.246,0,1,"Solyc01g067710"
"797",0,0.500497673070776,0.503,0.151,0,1,"Solyc06g050860"
"798",0,3.947848510396,0.706,0.109,0,2,"Solyc04g080940"
"799",0,3.58724107223989,0.736,0.221,0,2,"Solyc04g008470"
"800",0,3.41246953355916,0.731,0.156,0,2,"Solyc11g066950"
"801",0,3.22813052605724,0.795,0.171,0,2,"Solyc01g094690"
"802",0,3.20299851082233,0.741,0.174,0,2,"Solyc04g074740"
"803",0,3.19546832264021,0.485,0.043,0,2,"Solyc01g005320"
"804",0,3.02257864557374,0.596,0.056,0,2,"Solyc11g013310"
"805",0,2.93762711680663,0.748,0.266,0,2,"Solyc06g064940"
"806",0,2.70201584355796,0.65,0.196,0,2,"Solyc01g105010"
"807",0,2.4024577093266,0.524,0.04,0,2,"Solyc07g006320"
"808",0,2.38761908909901,0.58,0.044,0,2,"Solyc03g120970"
"809",0,2.28845184763895,0.486,0.103,0,2,"Solyc04g071890"
"810",0,2.28019282322964,0.682,0.211,0,2,"Solyc07g052980"
"811",0,2.24517156253989,0.591,0.135,0,2,"Solyc05g054480"
"812",0,2.20500786589678,0.927,0.882,0,2,"Solyc11g012325"
"813",0,2.19980619460341,0.66,0.348,0,2,"Solyc04g077780"
"814",0,2.13023217892293,0.67,0.428,0,2,"Solyc01g096450"
"815",3.37464392293028e-303,1.99490763706878,0.562,0.264,7.3236522415433e-299,2,"Solyc10g078530"
"816",0,1.98999778106998,0.419,0.018,0,2,"Solyc11g066970"
"817",0,1.94776034939005,0.788,0.447,0,2,"Solyc01g102290"
"818",0,1.94695309351125,0.421,0.035,0,2,"Solyc08g074683"
"819",0,1.92460048638475,0.719,0.359,0,2,"Solyc06g035920"
"820",0,1.89952809903993,0.781,0.409,0,2,"Solyc02g030170"
"821",0,1.74973794719097,0.413,0.025,0,2,"Solyc10g039290"
"822",0,1.67434618670855,0.459,0.108,0,2,"Solyc09g092520"
"823",2.79196174046089e-222,1.67405054500457,0.522,0.303,6.05911536914822e-218,2,"Solyc02g087870"
"824",0,1.63332620549305,0.53,0.172,0,2,"Solyc04g007870"
"825",1.81490971199846e-301,1.62595391430607,0.693,0.399,3.93871705697907e-297,2,"Solyc11g051160"
"826",0,1.61679519949257,0.476,0.061,0,2,"Solyc12g150113"
"827",1.34296641843421e-289,1.59973564158176,0.529,0.239,2.91450572128593e-285,2,"Solyc01g005590"
"828",0,1.59703767610578,0.422,0.027,0,2,"Solyc07g056160"
"829",0,1.57388882004175,0.465,0.037,0,2,"Solyc11g013330"
"830",2.28592885108477e-281,1.54374354671734,0.591,0.275,4.96092279262416e-277,2,"Solyc10g005060"
"831",5.15232176719847e-119,1.53654232535572,0.459,0.283,1.11815686991741e-114,2,"Solyc02g085730"
"832",5.97424958895571e-171,1.53285579670166,0.758,0.646,1.29653164579517e-166,2,"Solyc09g007920"
"833",4.80613910406399e-64,1.52555972318749,0.673,0.631,1.04302830836397e-59,2,"Solyc09g075890"
"834",1.23834608091005e-196,1.50031067611308,0.843,0.66,2.68745866479099e-192,2,"Solyc07g052510"
"835",0,1.49815849214447,0.675,0.296,0,2,"Solyc01g102310"
"836",1.51848945591656e-277,1.48713257903221,0.774,0.667,3.29542581723012e-273,2,"Solyc01g091530"
"837",1.19683071523624e-83,1.44949877071124,0.866,0.84,2.59736201820568e-79,2,"Solyc09g075210"
"838",9.4302635515007e-135,1.4482991017356,0.593,0.466,2.04655579594668e-130,2,"Solyc10g011740"
"839",0,1.43192765249616,0.411,0.028,0,2,"Solyc08g014280"
"840",0,1.42615708983154,0.44,0.138,0,2,"Solyc03g121060"
"841",1.76612033788855e-271,1.40077467356334,0.468,0.202,3.83283435728574e-267,2,"Solyc03g117560"
"842",6.38135301581667e-41,1.38756671314276,0.414,0.323,1.38488123149253e-36,2,"Solyc08g076880"
"843",0,1.33292984403137,0.448,0.144,0,2,"Solyc06g083070"
"844",7.01515022073084e-122,1.33064523079933,0.421,0.227,1.52242790090301e-117,2,"Solyc01g150176"
"845",1.99848765628188e-261,1.3135528918966,0.672,0.459,4.33711791166293e-257,2,"Solyc07g041970"
"846",0,1.28296946528079,0.769,0.38,0,2,"Solyc01g150152"
"847",0,1.26223025350967,0.905,0.867,0,2,"Solyc09g010440"
"848",2.09402166820805e-221,1.2532434518552,0.59,0.333,4.5444458243451e-217,2,"Solyc02g080200"
"849",1.52673367831655e-157,1.23887699703605,0.697,0.566,3.31331742868258e-153,2,"Solyc02g083880"
"850",1.74769361210561e-235,1.22266211828944,0.551,0.279,3.79284467699159e-231,2,"Solyc03g123630"
"851",1.65570120515191e-222,1.21274441048956,0.706,0.464,3.59320275542067e-218,2,"Solyc03g025850"
"852",8.49434054722513e-07,1.19546236498078,0.485,0.52,0.018434417855588,2,"Solyc01g099370"
"853",7.95889392746803e-265,1.18697659967538,0.851,0.816,1.72723916013911e-260,2,"Solyc11g005330"
"854",2.93280853676983e-260,1.18552431267415,0.967,0.973,6.36478108649788e-256,2,"Solyc12g008590"
"855",5.37347993951832e-294,1.18363344025969,0.438,0.161,1.16615261647427e-289,2,"Solyc02g070540"
"856",6.23233249838893e-94,1.18188712266791,0.647,0.529,1.35254079880037e-89,2,"Solyc07g042170"
"857",3.87290145572235e-100,1.17028616142602,0.471,0.33,8.40497073920863e-96,2,"Solyc10g080500"
"858",5.53173786640907e-227,1.16710149439291,0.522,0.263,1.2004977517681e-222,2,"Solyc01g081540"
"859",2.50121432999863e-237,1.14693895629696,0.412,0.171,5.42813533896302e-233,2,"Solyc04g064760"
"860",2.36461667358973e-295,1.14661220188936,0.427,0.155,5.13169110502442e-291,2,"Solyc11g044470"
"861",2.04390198080672e-142,1.13972209009614,0.586,0.412,4.43567607874675e-138,2,"Solyc11g068830"
"862",2.42216713012221e-221,1.12982667421948,0.7,0.576,5.25658710579121e-217,2,"Solyc09g076050"
"863",1.91792222401656e-136,1.1210134058689,0.419,0.229,4.16227481056074e-132,2,"Solyc09g090040"
"864",4.9971457363103e-190,1.10189869368066,0.464,0.252,1.08448056769406e-185,2,"Solyc02g094390"
"865",5.90150166047947e-97,1.10168206507055,0.677,0.601,1.28074389035726e-92,2,"Solyc09g083280"
"866",1.22749255249889e-264,1.08928247803196,0.834,0.774,2.66390433743309e-260,2,"Solyc09g098300"
"867",7.04047453921558e-266,1.08817026155156,0.445,0.178,1.52792378450057e-261,2,"Solyc03g113390"
"868",1.35635166446167e-158,1.06269221256265,0.618,0.459,2.94355438221471e-154,2,"Solyc07g005330"
"869",9.56384606070907e-15,1.05691174998816,0.443,0.466,2.07554587209508e-10,2,"Solyc08g074680"
"870",3.50037064839173e-170,1.04430736867225,0.615,0.411,7.59650438113973e-166,2,"Solyc01g096040"
"871",1.56401052048561e-24,1.04073447884973,0.692,0.732,3.39421563155786e-20,2,"Solyc06g060230"
"872",1.81653738190763e-117,1.0138055321725,0.477,0.323,3.94224942621593e-113,2,"Solyc11g011160"
"873",3.41852751544824e-132,1.00688684166138,0.565,0.428,7.41888841402576e-128,2,"Solyc01g009750"
"874",1.8073679593616e-142,1.00641824805715,0.704,0.65,3.92234994540655e-138,2,"Solyc12g098820"
"875",8.17292942879134e-91,1.00365222999655,0.484,0.32,1.7736891446363e-86,2,"Solyc10g055200"
"876",1.0876588133196e-249,0.991527827228365,0.883,0.686,2.3604371566662e-245,2,"Solyc12g056220"
"877",4.5004671788417e-24,0.990554271848135,0.673,0.714,9.76691387152226e-20,2,"Solyc08g082610"
"878",4.11911349024394e-93,0.989211334410613,0.44,0.287,8.9393000965274e-89,2,"Solyc03g114000"
"879",1.08338461370854e-72,0.987289983571416,0.596,0.546,2.35116128867028e-68,2,"Solyc03g117870"
"880",3.67287868493833e-190,0.986881651444391,0.773,0.679,7.97088132205317e-186,2,"Solyc08g081945"
"881",2.02837890097119e-77,0.982782485752797,0.622,0.545,4.40198789088767e-73,2,"Solyc01g086960"
"882",3.3499083972337e-127,0.963966849405391,0.541,0.386,7.26997120367659e-123,2,"Solyc01g058670"
"883",1.45454273534073e-117,0.958272487008863,0.593,0.49,3.15664864423645e-113,2,"Solyc04g078620"
"884",7.04522743723269e-122,0.95810628125624,0.626,0.521,1.52895525842824e-117,2,"Solyc01g160380"
"885",1.77612111732936e-128,0.941044534293912,0.675,0.614,3.85453804882817e-124,2,"Solyc11g010200"
"886",2.66546076091144e-215,0.940337866559584,0.807,0.711,5.78458294333001e-211,2,"Solyc01g080540"
"887",2.37145887852345e-201,0.937675555106291,0.91,0.747,5.14654005817159e-197,2,"Solyc11g069430"
"888",4.19449469754703e-135,0.928446464086322,0.615,0.473,9.10289239261656e-131,2,"Solyc11g006090"
"889",3.76225689608928e-113,0.905805392236882,0.648,0.507,8.16484991589296e-109,2,"Solyc04g007890"
"890",9.17306409488893e-142,0.90324204908531,0.68,0.541,1.9907383698728e-137,2,"Solyc01g104700"
"891",6.56124689429411e-81,0.900933124247156,0.704,0.67,1.42392180099971e-76,2,"Solyc04g074480"
"892",2.79911606696754e-16,0.888576014085171,0.415,0.398,6.07464168853295e-12,2,"Solyc11g072550"
"893",1.10438091192992e-77,0.887618743832719,0.479,0.377,2.39672745507032e-73,2,"Solyc04g015830"
"894",7.1912164912995e-102,0.882380713668791,0.656,0.611,1.56063780294182e-97,2,"Solyc06g082120"
"895",3.31346621317728e-159,0.878113046944943,0.696,0.602,7.19088437583733e-155,2,"Solyc08g066110"
"896",7.57661543145814e-120,0.868433556268438,0.46,0.299,1.64427708093504e-115,2,"Solyc06g082930"
"897",1.32027975664292e-72,0.85319163809373,0.594,0.516,2.86527112786646e-68,2,"Solyc03g113620"
"898",2.43902020892068e-71,0.846260957484189,0.425,0.296,5.29316165739967e-67,2,"Solyc01g096670"
"899",1.27509281559895e-122,0.8351139789063,0.698,0.613,2.76720642841284e-118,2,"Solyc02g080630"
"900",8.54535182327704e-13,0.834216973180641,0.418,0.405,1.85451225268758e-08,2,"Solyc07g053740"
"901",2.76571628521986e-147,0.834092853210808,0.78,0.68,6.00215748218414e-143,2,"Solyc01g059930"
"902",1.58188715349659e-79,0.804731304485645,0.454,0.322,3.43301150051831e-75,2,"Solyc03g031800"
"903",9.00440507868647e-68,0.795806097457137,0.761,0.765,1.95413599017654e-63,2,"Solyc04g076850"
"904",4.09615129073175e-193,0.787717045148343,0.936,0.932,8.88946753114605e-189,2,"Solyc02g089065"
"905",1.79856075611192e-276,0.785285310103463,0.928,0.923,3.90323655291409e-272,2,"Solyc06g005360"
"906",6.03251937356966e-15,0.785229815294523,0.565,0.589,1.30917735445209e-10,2,"Solyc01g094370"
"907",1.47026332075219e-42,0.7739971993947,0.553,0.515,3.1907654586964e-38,2,"Solyc11g011920"
"908",1.09587398883085e-30,0.760198529342696,0.527,0.517,2.37826573056071e-26,2,"Solyc11g011020"
"909",2.11865415941306e-146,0.75755641107538,0.791,0.73,4.59790325675822e-142,2,"Solyc06g073190"
"910",4.8975936749665e-57,0.755806155905022,0.593,0.558,1.06287577934123e-52,2,"Solyc08g008330"
"911",6.66462923111901e-92,0.750982298831875,0.64,0.541,1.44635783573745e-87,2,"Solyc04g051820"
"912",1.17672863414232e-71,0.740030444593168,0.665,0.575,2.55373648181567e-67,2,"Solyc01g087560"
"913",1.49499797432957e-158,0.738683116702413,0.924,0.894,3.24444460389004e-154,2,"Solyc04g073990"
"914",2.16894046155291e-06,0.738127009322182,0.541,0.706,0.0470703458966212,2,"Solyc07g006280"
"915",7.19025177673068e-92,0.734741673679806,0.429,0.278,1.56042844058609e-87,2,"Solyc04g072160"
"916",6.34593988209362e-83,0.731566366002607,0.614,0.552,1.37719587321196e-78,2,"Solyc07g065030"
"917",4.82883417973618e-53,0.722844173615177,0.467,0.404,1.04795359368635e-48,2,"Solyc04g007860"
"918",9.5731915896144e-79,0.719734152423174,0.627,0.582,2.07757403877812e-74,2,"Solyc01g066590"
"919",2.15136172995745e-79,0.70694385381243,0.789,0.736,4.66888522635365e-75,2,"Solyc04g074730"
"920",7.94643202716468e-08,0.702939666357691,0.56,0.598,0.00172453467853528,2,"Solyc01g080500"
"921",2.49992371411565e-73,0.694170757175689,0.648,0.616,5.42533444437379e-69,2,"Solyc08g077220"
"922",6.05202324742546e-71,0.692364483620302,0.453,0.325,1.31341008515627e-66,2,"Solyc01g102330"
"923",5.63422107444821e-41,0.692126480234046,0.576,0.553,1.22273865757675e-36,2,"Solyc11g033288"
"924",3.71391364468758e-64,0.687515395239915,0.702,0.64,8.05993539170098e-60,2,"Solyc01g101060"
"925",1.64713591992744e-55,0.687466566176884,0.52,0.477,3.57461437342653e-51,2,"Solyc11g070050"
"926",3.11997100123755e-14,0.685649971960061,0.545,0.545,6.77096106688573e-10,2,"Solyc08g078510"
"927",2.26229270713419e-98,0.685485570232133,0.771,0.696,4.90962763302262e-94,2,"Solyc01g104680"
"928",4.94183331335395e-82,0.67605976525774,0.675,0.662,1.07247666566407e-77,2,"Solyc01g095200"
"929",1.5119660365594e-66,0.673880593034796,0.787,0.819,3.28126869254122e-62,2,"Solyc04g011500"
"930",2.91612975833537e-95,0.673035199285049,0.712,0.674,6.32858480153941e-91,2,"Solyc08g062660"
"931",1.8310781724247e-29,0.671129033243578,0.455,0.427,3.97380584979607e-25,2,"Solyc02g064700"
"932",1.65905409622375e-54,0.668803205433448,0.469,0.384,3.60047919962478e-50,2,"Solyc07g066070"
"933",1.90411068198092e-52,0.665088382111029,0.455,0.354,4.132301002035e-48,2,"Solyc09g057710"
"934",6.13696450354005e-46,0.664551483215276,0.417,0.343,1.33184403655826e-41,2,"Solyc02g068110"
"935",8.8396824860647e-98,0.663532818367291,0.732,0.68,1.91838789312576e-93,2,"Solyc08g076540"
"936",7.09263784820068e-48,0.655670510276389,0.497,0.43,1.53924426581651e-43,2,"Solyc12g098950"
"937",1.53396291314583e-51,0.652112023992333,0.549,0.46,3.32900631410908e-47,2,"Solyc11g010390"
"938",1.38248038088896e-79,0.648041232118319,0.774,0.763,3.00025892260521e-75,2,"Solyc11g042930"
"939",1.90298792203669e-33,0.64523401046303,0.454,0.416,4.12986438840402e-29,2,"Solyc09g082510"
"940",4.80947934866874e-43,0.644294314924569,0.585,0.555,1.04375320824809e-38,2,"Solyc01g086970"
"941",5.66375312039831e-35,0.643512070359318,0.529,0.525,1.22914770218884e-30,2,"Solyc12g015870"
"942",3.27758911440906e-37,0.642025147179172,0.444,0.371,7.11302389609054e-33,2,"Solyc06g068950"
